Customer_ID,Transaction_Date,Transaction_Amount,Product_Category,Channel,Region
B0016,2024-10-12,78.50,Home,store,LATAM
B0016,2024-11-18,168.25,Electronics,web,LATAM
B0016,2024-12-28,112.00,Clothing,mobile,LATAM
B0016,2025-01-05,205.50,Electronics,web,LATAM
B0017,2024-06-12,182.00,Electronics,web,NA
B0017,2024-07-28,78.50,Clothing,mobile,NA
B0017,2024-08-18,252.25,Electronics,web,NA
B0017,2024-09-05,92.75,Home,store,NA
B0017,2024-10-20,205.50,Electronics,web,NA
B0017,2024-11-25,128.25,Clothing,mobile,NA
B0017,2024-12-15,285.00,Electronics,web,NA
B0017,2025-01-08,172.50,Home,web,NA
B0018,2024-06-28,98.00,Clothing,store,EU
B0018,2024-07-08,175.50,Electronics,web,EU
B0018,2024-08-25,58.25,Home,mobile,EU
B0018,2024-09-12,228.00,Electronics,web,EU
B0018,2024-10-28,108.75,Clothing,store,EU
B0018,2024-11-08,195.50,Electronics,web,EU
B0018,2024-12-20,142.25,Home,mobile,EU
B0018,2025-01-10,238.00,Electronics,web,EU
B0019,2024-06-08,162.25,Electronics,mobile,APAC
B0019,2024-07-18,65.50,Clothing,web,APAC
B0019,2024-08-15,218.00,Electronics,web,APAC
B0019,2024-09-22,78.75,Home,store,APAC
B0019,2024-10-08,178.50,Electronics,web,APAC
B0019,2024-11-28,98.25,Clothing,mobile,APAC
B0019,2024-12-10,228.00,Electronics,web,APAC
B0019,2025-01-02,148.50,Home,web,APAC
B0020,2024-06-22,72.00,Home,store,LATAM
B0020,2024-07-12,168.50,Electronics,web,LATAM
B0020,2024-08-30,48.25,Clothing,mobile,LATAM
B0020,2024-09-18,205.75,Electronics,web,LATAM
B0020,2024-10-15,88.50,Home,store,LATAM
B0020,2024-11-15,178.25,Electronics,web,LATAM
B0020,2024-12-25,118.00,Clothing,mobile,LATAM
B0020,2025-01-08,215.50,Electronics,web,LATAM
B0021,2024-06-15,192.25,Electronics,web,NA
B0021,2024-07-25,92.50,Clothing,store,NA
B0021,2024-08-12,265.00,Electronics,mobile,NA
B0021,2024-09-28,105.75,Home,web,NA
B0021,2024-10-30,228.50,Electronics,web,NA
B0021,2024-11-12,142.25,Clothing,store,NA
B0021,2024-12-08,298.00,Electronics,web,NA
B0021,2025-01-05,185.50,Home,mobile,NA
B0022,2024-06-05,125.50,Clothing,mobile,EU
B0022,2024-07-15,208.25,Electronics,web,EU
B0022,2024-08-22,68.00,Home,store,EU
B0022,2024-09-08,245.75,Electronics,web,EU
B0022,2024-10-18,135.50,Clothing,mobile,EU
B0022,2024-11-25,228.25,Electronics,web,EU
B0022,2024-12-15,168.00,Home,store,EU
B0022,2025-01-12,262.50,Electronics,web,EU
B0023,2024-06-20,168.75,Electronics,web,APAC
B0023,2024-07-05,75.50,Clothing,store,APAC
B0023,2024-08-18,225.25,Electronics,mobile,APAC
B0023,2024-09-15,92.00,Home,web,APAC
B0023,2024-10-22,198.50,Electronics,web,APAC
B0023,2024-11-08,118.25,Clothing,store,APAC
B0023,2024-12-28,248.00,Electronics,web,APAC
B0023,2025-01-10,162.50,Home,mobile,APAC
B0024,2024-06-10,92.50,Home,store,LATAM
B0024,2024-07-28,178.00,Electronics,web,LATAM
B0024,2024-08-10,55.25,Clothing,mobile,LATAM
B0024,2024-09-25,215.75,Electronics,web,LATAM
B0024,2024-10-05,95.50,Home,store,LATAM
B0024,2024-11-18,188.25,Electronics,web,LATAM
B0024,2024-12-12,125.00,Clothing,mobile,LATAM
B0024,2025-01-05,228.50,Electronics,web,LATAM
B0025,2024-06-28,202.00,Electronics,web,NA
B0025,2024-07-10,98.50,Clothing,mobile,NA
B0025,2024-08-25,278.25,Electronics,web,NA
B0025,2024-09-12,112.75,Home,store,NA
B0025,2024-10-28,238.50,Electronics,web,NA
B0025,2024-11-05,148.25,Clothing,mobile,NA
B0025,2024-12-18,312.00,Electronics,web,NA
B0025,2025-01-08,195.50,Home,web,NA
B0026,2024-06-15,105.00,Clothing,store,EU
B0026,2024-07-22,188.50,Electronics,web,EU
B0026,2024-08-08,62.25,Home,mobile,EU
B0026,2024-09-18,238.00,Electronics,web,EU
B0026,2024-10-12,118.75,Clothing,store,EU
B0026,2024-11-22,208.50,Electronics,web,EU
B0026,2024-12-05,152.25,Home,mobile,EU
B0026,2025-01-10,275.00,Electronics,web,EU
B0027,2024-06-08,178.25,Electronics,mobile,APAC
B0027,2024-07-18,68.50,Clothing,web,APAC
B0027,2024-08-28,238.00,Electronics,web,APAC
B0027,2024-09-05,85.75,Home,store,APAC
B0027,2024-10-20,208.50,Electronics,web,APAC
B0027,2024-11-28,108.25,Clothing,mobile,APAC
B0027,2024-12-22,258.00,Electronics,web,APAC
B0027,2025-01-02,175.50,Home,web,APAC
B0028,2024-06-22,78.00,Home,store,LATAM
B0028,2024-07-30,178.50,Electronics,web,LATAM
B0028,2024-08-15,52.25,Clothing,mobile,LATAM
B0028,2024-09-22,218.75,Electronics,web,LATAM
B0028,2024-10-08,92.50,Home,store,LATAM
B0028,2024-11-12,198.25,Electronics,web,LATAM
B0028,2024-12-28,128.00,Clothing,mobile,LATAM
B0028,2025-01-08,238.50,Electronics,web,LATAM
B0029,2024-06-12,215.25,Electronics,web,NA
B0029,2024-07-08,102.50,Clothing,store,NA
B0029,2024-08-20,288.00,Electronics,mobile,NA
B0029,2024-09-15,118.75,Home,web,NA
B0029,2024-10-25,248.50,Electronics,web,NA
B0029,2024-11-18,158.25,Clothing,store,NA
B0029,2024-12-10,325.00,Electronics,web,NA
B0029,2025-01-05,205.50,Home,mobile,NA
B0030,2024-06-25,132.50,Clothing,mobile,EU
B0030,2024-07-15,218.25,Electronics,web,EU
B0030,2024-08-30,72.00,Home,store,EU
B0030,2024-09-08,258.75,Electronics,web,EU
B0030,2024-10-18,145.50,Clothing,mobile,EU
B0030,2024-11-25,238.25,Electronics,web,EU
B0030,2024-12-15,178.00,Home,store,EU
B0030,2025-01-12,288.50,Electronics,web,EU
